"Nombre","Lat","Lon","var","estacion","mes","pend_decada","p_valor"
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","6",-20.1314794215795,0.707749358312551
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","7",-9.48209121245829,0.579992967791974
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","8",-10.1608453837597,0.0332478577144448
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","9",-9.1964404894327,0.0938726840520635
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","10",1.75216907675195,0.98345264510055
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","11",-0.911412680756396,0.34722659763532
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","12",0.523248053392659,0.890014736238527
"LAS PATAGUAS","-32,537500000000001","-71,135277779999996","pp","X05220007.5","Anual",-79.1937263626251,0.0213431040142737
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","1",-0.102335928809789,0.203772470046773
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","2",-0.151279199110122,0.355343645343927
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","3",-2.09110122358176,0.156995061925518
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","4",-5.54705228031146,0.0288193955029505
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","5",-17.6637374860957,0.0760166939438184
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","6",-19.0450500556174,1
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","7",-10.3074527252503,0.292437984858797
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","8",-8.87141268075639,0.115792283381511
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","9",-7.10111234705228,0.191204900237819
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","10",1.05050055617353,0.751469465186319
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","11",-0.438620689655172,0.321166046434783
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","12",0.557285873192436,0.863085361084649
"VALLE HERMOSO","-32,443611109999999","-71,199166669999997","pp","X05221005.4","Anual",-69.7113681868743,0.0308417578628117
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","1",0,NA
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","2",0.0300333704115685,0.809224064314103
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","3",-1.55361512791991,0.575319083559525
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","4",-3.63081201334817,0.00871315293603583
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","5",-12.783426028921,0.189627118101381
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","6",-17.9025583982203,0.761454421597889
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","7",-8.4928809788654,0.401459089382632
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","8",-8.83325917686318,0.0926613497071941
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","9",-5.53637374860957,0.0754207494587296
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","10",1.38311457174639,0.926378126996111
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","11",-0.886540600667408,0.479178007464817
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","12",0.784649610678532,1
"LAGUNA DE ZAPALLAR","-32,623888890000003","-71,407499999999999","pp","X05310001.5","Anual",-57.4216685205785,0.225057145151003
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","1",-1.51345939933259,0.549775987333186
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","2",1.0238042269188,0.898019668618082
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","3",-4.02513904338154,0.178307357650231
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","4",-18.2889877641824,0.0101301220785632
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","5",-22.2560622914349,0.0834775407184138
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","6",-41.1837597330367,0.163909201666039
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","7",-21.2395995550612,0.100466699992222
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","8",-4.91323692992214,0.291771223477326
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","9",-7.34393770856507,0.25287081671096
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","10",0.915572858731925,0.942508051618021
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","11",0.0600667408231369,0.861142897784327
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","12",1.9265850945495,0.669154417702962
"RIECILLOS","-32,922499999999999","-70,357222219999997","pp","X05403006.1","Anual",-116.838153503893,0.0234408769204593
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","1",0.0368631813125698,0.0769555790659975
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","2",-2.9519021134594,0.002841304212607
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","3",-2.63639599555061,0.0334324764185455
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","4",-10.9446941045606,0.000662385004333337
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","5",-16.6024026696329,0.148358600884483
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","6",-32.1514794215795,0.0497027408676085
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","7",-15.0200444938821,0.0223492544669311
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","8",-6.14033370411569,0.353392499296717
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","9",-11.1436262513904,0.0437290730243454
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","10",-1.85786429365962,0.404859177166202
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","11",-2.10026696329255,0.192875849403137
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","12",0.224048943270301,0.0434895598332226
"RIO ACONCAGUA EN CHACABUQUITO","-32,850555559999997","-70,509444439999996","pp","X05410002.7","Anual",-101.288097886541,0.000699446802170046
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","1",-0.900778642936596,0.859513979794334
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","2",-0.32384872080089,0.842209333635047
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","3",-1.48097886540601,0.234794250500702
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","4",-10.9659621802002,0.0167998765757598
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","5",-11.2933259176863,0.186241467902925
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","6",-20.440489432703,0.72114102758252
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","7",-11.8318131256952,0.158461550757675
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","8",-8.60645161290322,0.163327011510434
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","9",-5.97119021134594,0.283592612073352
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","10",-1.52291434927697,0.594923458779066
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","11",-0.296640711902113,0.845926666438365
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","12",1.97931034482759,0.797329682670656
"VILCUYA","-32,860277779999997","-70,471666670000005","pp","X05410006.K","Anual",-71.6550834260289,0.0744069135980519
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","1",-0.657842046718576,0.212885784235817
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","2",0.010011123470523,0.933796393735009
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","3",-2.11234705228031,0.0767389972691317
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","4",-7.50567296996663,0.0219128778854114
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","5",-11.4729699666296,0.0436061415921208
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","6",-21.4338153503893,0.381927849785852
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","7",-9.22703003337041,0.120286678925942
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","8",-3.50845383759733,0.44228087072242
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","9",-3.06017797552837,0.667586677260535
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","10",2.99510567296997,0.955786658503455
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","11",-0.883759733036706,0.894446670574913
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","12",1.81201334816463,0.653889994481559
"LOS ANDES","-32,811388890000003","-70,641944440000003","pp","X05410007.8","Anual",-55.0449388209122,0.100719626764514
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","1",-0.380645161290323,0.599245985547356
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","2",0.0113459399332592,0.933796393735009
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","3",-1.66585094549499,0.0835230111671364
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","4",-5.74171301446051,0.00532886342557771
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","5",-11.0251390433815,0.0176330479261841
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","6",-17.5601779755284,0.734584455364641
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","7",-7.01957730812013,0.464223804398461
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","8",-3.33737486095662,0.352188268711993
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","9",-3.8741935483871,0.333071808605603
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","10",2.10867630700779,0.820815871473336
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","11",0.14238042269188,0.661577021736464
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","12",2.0511679644049,0.756251966619402
"SAN FELIPE","-32,755277780000000","-70,706944440000001","pp","X05410008.6","Anual",-46.2911012235818,0.0497027408676085
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","1",-1.20934371523915,0.165519718489538
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","2",0.0361512791991102,0.563762858467855
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","3",-2.06629588431591,0.0647904998661842
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","4",-5.86271412680756,0.0154800206995503
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","5",-13.0527252502781,0.0707572783725685
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","6",-21.7499443826474,0.592372338305954
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","7",-10.6169299221357,0.231678124919264
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","8",-5.48298109010011,0.21608061094811
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","9",-11.4071190211346,0.0241535391350721
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","10",0.363848720800891,0.969467934174372
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","11",-0.330367074527252,0.864314564875818
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","12",0.183515016685206,0.524702393398725
"RESGUARDO LOS PATOS","-32,501388890000001","-70,581666670000004","pp","X05414004.5","Anual",-71.1949054505006,0.00744722722906271
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","1",-0.7706340378198,0.512273145188192
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","2",0.0222469410456062,0.803199844041659
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","3",-1.62958843159066,0.0835230111671364
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","4",-5.83203559510568,0.0130736044829621
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","5",-10.245828698554,0.14266934623388
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","6",-17.6869855394883,0.567688583592261
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","7",-9.35283648498331,0.238693618764124
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","8",-4.11679644048944,0.315321955050918
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","9",-8.42914349276974,0.117052224469125
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","10",0.74972191323693,0.921147100614953
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","11",-0.248053392658509,0.871879579236949
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","12",0.553948832035595,0.704401588525061
"EL TARTARO","-32,568333330000002","-70,698888890000006","pp","X05414005.3","Anual",-56.9859844271412,0.0234408769204593
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","1",-0.845383759733037,0.244841287745741
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","2",-0.150389321468298,0.468892943897161
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","3",-1.393659621802,0.170367498139144
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","4",-7.73499443826474,0.00513424801635332
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","5",-15.0763070077864,0.0428479258588681
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","6",-16.6243604004449,0.775294429517785
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","7",-10.0886540600667,0.12917244505278
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","8",-4.01345939933259,0.20320827215084
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","9",-8.6956618464961,0.0760915772816184
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","10",0.711790878754173,0.905462820715152
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","11",0.0611790878754178,0.771475524403169
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","12",3.1817575083426,0.472257960213414
"JAHUEL","-32,687222220000002","-70,596388890000000","pp","X05415004.0","Anual",-60.6681423804227,0.0352702777040042
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","1",0.0456062291434928,0.677888068527681
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","2",-0.0444938820912124,0.975762255787679
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","3",-2.42313681868743,0.20739324900597
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","4",-3.4516129032258,0.00196356522651942
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","5",-14.9813125695217,0.0317684106777828
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","6",-14.9769744160178,0.844388993664372
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","7",-8.94149054505006,0.381649800389246
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","8",-4.26952169076752,0.267391480541249
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","9",-6.68398220244717,0.0559884761684429
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","10",-0.485094549499444,0.700773557095751
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","11",-0.484315906562848,0.645704848434658
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","12",1.07052280311457,0.831580259438648
"CATEMU","-32,758055560000003","-70,942499999999995","pp","X05421005.1","Anual",-55.625806451613,0.0773047540721794
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","1",-0.0467185761957731,0.247950168228631
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","2",-0.194660734149055,0.809224064314103
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","3",-1.87875417130145,0.217191169546375
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","4",-3.09543937708565,0.00410965116029284
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","5",-13.1657397107898,0.0627435872628652
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","6",-14.2313681868743,0.721027478540422
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","7",-6.13314794215795,0.464271255082768
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","8",-6.6202447163515,0.215045696980544
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","9",-5.68097886540601,0.218039720765221
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","10",-0.174193548387096,0.819532951573285
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","11",-0.523804226918799,0.518760512180163
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","12",0.979199110122359,0.12126367772575
"LAS CHILCAS","-32,866111109999999","-70,848333330000003","pp","X05422002.2","Anual",-50.765850945495,0.143477081519571
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","1",0,NA
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","2",0.0907675194660735,1
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","3",-3.72654060066741,0.480773187604241
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","4",-2.89094549499444,0.0125700256784001
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","5",-24.1926140155729,0.0264942367709429
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","6",-19.7607786429366,0.886385013201798
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","7",-9.19383759733036,0.486160475240443
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","8",-7.7055617352614,0.371552123822271
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","9",-11.0529922135706,0.0900142212577349
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","10",2.16206896551724,0.253982864502933
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","11",-1.4020022246941,0.134257757954239
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","12",0.431902113459399,0.412034341969365
"ESTERO RABUCO","-32,853611110000003","-71,120555560000000","pp","X05423013.3","Anual",-77.2405339265851,0.0803911475421804
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","1",-0.0155728587319244,0.728889763020015
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","2",0.0347497219132369,0.557658408074294
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","3",-2.19414905450501,0.465440904342491
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","4",-7.35414905450501,0.00382463854838815
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","5",-16.1844271412681,0.0886442969272289
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","6",-25.9751946607342,0.72114102758252
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","7",-12.6109010011123,0.453326710237321
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","8",-6.02146829810901,0.360704493711499
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","9",-11.6802002224694,0.0217682051387078
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","10",-0.795328142380422,0.736446965912601
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","11",-1.35997775305895,0.347286869802071
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","12",0.664516129032258,0.244841287745741
"EL COBRE","-32,653055559999999","-71,196388889999994","pp","X05424005.8","Anual",-83.4921023359288,0.0635295354198279
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","1",-0.0311457174638487,0.728889763020015
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","2",0.0111234705228031,0.972486739931239
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","3",-2.00111234705228,0.460856750923211
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","4",-5.53125695216908,0.00585670124816216
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","5",-24.6044493882091,0.0627435872628652
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","6",-26.9174638487208,0.655390463090161
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","7",-10.2878754171301,0.475308495752988
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","8",-6.03003337041156,0.283130870662347
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","9",-11.7888765294772,0.0278189638162015
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","10",0.0220244716351521,0.803627723808922
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","11",-1.47274749721913,0.0658435205503609
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","12",0.399888765294772,0.406880239932416
"LO ROJAS","-32,813611109999997","-71,250555559999995","pp","X05425003.7","Anual",-88.2319243604005,0.041963944579416
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","1",0.147942157953281,0.298428964599411
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","2",-0.168409343715239,0.557658408074294
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","3",-1.57085650723026,0.658296889004619
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","4",-7.02803114571747,0.00102505101865009
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","5",-16.1172413793103,0.132932501026295
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","6",-26.3067408231368,0.238843241747538
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","7",-10.9526140155729,0.260639701632715
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","8",-15.3764350389321,0.0318231273864902
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","9",-8.70189098998888,0.0878248935839251
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","10",0.476974416017799,0.627625805028359
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","11",-0.50055617352614,0.424585633876578
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","12",0.628476084538376,0.60550727977958
"QUILLOTA","-32,896111110000000","-71,206388889999999","pp","X05426004.0","Anual",-85.4693827586207,0.0112953457136218
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","1",0.105005561735261,0.756251966619402
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","2",-0.514571746384872,0.506999510955998
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","3",-2.54060066740823,0.604100379629579
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","4",-9.89521690767519,0.000859178412000628
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","5",-25.8725250278087,0.100249860383858
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","6",-49.0418242491658,0.442765939858724
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","7",-16.579532814238,0.353545768449924
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","8",-20.63170189099,0.0684094151203611
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","9",-16.1189098998888,0.0628277449148313
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","10",-0.0936596218020009,0.213412475261992
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","11",-1.20711902113459,0.37247741650717
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","12",0.864516129032258,0.580310787069657
"LLIU-LLIU EMBALSE","-33,098333330000003","-71,214444439999994","pp","X05427006.2","Anual",-141.526140155729,0.00744722722906271
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","1",0,NA
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","2",-0.173526140155729,0.677888068527681
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","3",-2.43715239154616,0.392870864096077
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","4",-9.03971078976641,0.00151416725530872
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","5",-18.8252502780868,0.244853265087273
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","6",-22.965850945495,0.629959027346969
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","7",-12.6854282536151,0.22456472498881
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","8",-13.9599555061179,0.174529545960872
"LOS AROMOS","-32,957777780000001","-71,344999999999999","pp","X05427007.0","9",-12.449276974416,0.0299922532070602
