"","Nombre","Lat","Lon","est","indicador","unidad","periodo","pendiente","p_valor"
"1290","Cabildo_DMC",-32.44639,-70.9475,"X320043","MaxTmin","�C_decada","Verano",-0.98743842364532,0.0308579337024089
"1291","Llay_llay_las_pennas_DMC",-32.88139,-70.91305,"X320045","MaxTmin","�C_decada","Anual",0.429143492769747,0.590512742702612
"1292","Llay_llay_las_pennas_DMC",-32.88139,-70.91305,"X320045","MaxTmin","�C_decada","Otono",-0.649833147942157,0.0300098760721266
"1293","Llay_llay_las_pennas_DMC",-32.88139,-70.91305,"X320045","MaxTmin","�C_decada","Invierno",-0.428921023359288,0.259013701573308
"1294","Llay_llay_las_pennas_DMC",-32.88139,-70.91305,"X320045","MaxTmin","�C_decada","Primavera",0.393103448275862,0.680381837341197
"1295","Llay_llay_las_pennas_DMC",-32.88139,-70.91305,"X320045","MaxTmin","�C_decada","Verano",-0.0236453201970453,0.791808376163283
"1296","Calle_larga_fdf_DMC",-32.85333,-70.625,"X320046","MaxTmin","�C_decada","Anual",2.76751946607342,2.2288113825125e-08
"1297","Calle_larga_fdf_DMC",-32.85333,-70.625,"X320046","MaxTmin","�C_decada","Otono",2.30489432703003,1.79977073883469e-06
"1298","Calle_larga_fdf_DMC",-32.85333,-70.625,"X320046","MaxTmin","�C_decada","Invierno",1.51935483870968,0.000995710113643764
"1299","Calle_larga_fdf_DMC",-32.85333,-70.625,"X320046","MaxTmin","�C_decada","Primavera",2.6972191323693,6.32903481583981e-08
"1300","Calle_larga_fdf_DMC",-32.85333,-70.625,"X320046","MaxTmin","�C_decada","Verano",2.41871921182266,6.10325687005735e-08
"1301","Nogales_liceo_agricola_fdf_DMC",-32.73361,-71.20417,"X320050","MaxTmin","�C_decada","Anual",1.1364849833148,0.030504619740726
"1302","Nogales_liceo_agricola_fdf_DMC",-32.73361,-71.20417,"X320050","MaxTmin","�C_decada","Otono",0.879644048943272,0.0871760683799658
"1303","Nogales_liceo_agricola_fdf_DMC",-32.73361,-71.20417,"X320050","MaxTmin","�C_decada","Invierno",0.940934371523917,0.00253752749229216
"1304","Nogales_liceo_agricola_fdf_DMC",-32.73361,-71.20417,"X320050","MaxTmin","�C_decada","Primavera",1.52680756395996,0.00061410108211161
"1305","Nogales_liceo_agricola_fdf_DMC",-32.73361,-71.20417,"X320050","MaxTmin","�C_decada","Verano",0.714778325123154,0.157950567459225
"1306","Punta_angeles_faro_DMC",-33.02278,-71.6475,"X330002","MaxTmin","�C_decada","Anual",0.917908787541714,2.99919572542865e-05
"1307","Punta_angeles_faro_DMC",-33.02278,-71.6475,"X330002","MaxTmin","�C_decada","Otono",1.2111234705228,1.07139891708032e-05
"1308","Punta_angeles_faro_DMC",-33.02278,-71.6475,"X330002","MaxTmin","�C_decada","Invierno",1.2642936596218,3.67501787179933e-06
"1309","Punta_angeles_faro_DMC",-33.02278,-71.6475,"X330002","MaxTmin","�C_decada","Primavera",0.919688542825362,8.52311667050955e-05
"1310","Punta_angeles_faro_DMC",-33.02278,-71.6475,"X330002","MaxTmin","�C_decada","Verano",0.912315270935962,5.92648739901638e-05
"1311","Rodelillo_ad_DMC",-33.06528,-71.55639,"X330007","MaxTmin","�C_decada","Anual",0.575750834260289,0.198471217685693
"1312","Rodelillo_ad_DMC",-33.06528,-71.55639,"X330007","MaxTmin","�C_decada","Otono",0.289210233592882,0.707690106210867
"1313","Rodelillo_ad_DMC",-33.06528,-71.55639,"X330007","MaxTmin","�C_decada","Invierno",-0.00155728587319104,0.900502506372004
"1314","Rodelillo_ad_DMC",-33.06528,-71.55639,"X330007","MaxTmin","�C_decada","Primavera",0.268520578420468,0.7610847707199
"1315","Rodelillo_ad_DMC",-33.06528,-71.55639,"X330007","MaxTmin","�C_decada","Verano",0.0399014778325137,0.955054873326397
"1316","Central_florida_DMC",-33.54556,-70.54028,"X330016","MaxTmin","�C_decada","Anual",-1.63604004449388,0.000590035984811731
"1317","Central_florida_DMC",-33.54556,-70.54028,"X330016","MaxTmin","�C_decada","Otono",-1.60689655172414,2.63738390387436e-05
"1318","Central_florida_DMC",-33.54556,-70.54028,"X330016","MaxTmin","�C_decada","Invierno",-1.43915461624027,0.000122718217859258
"1319","Central_florida_DMC",-33.54556,-70.54028,"X330016","MaxTmin","�C_decada","Primavera",-1.2071190211346,0.00401375592002431
"1320","Central_florida_DMC",-33.54556,-70.54028,"X330016","MaxTmin","�C_decada","Verano",-1.19704433497537,0.00495382316991707
"1321","Eulogio_sanchez_tobalaba_ad_DMC",-33.45528,-70.54861,"X330019","MaxTmin","�C_decada","Anual",-0.000222469410456488,0.857862557867449
"1322","Eulogio_sanchez_tobalaba_ad_DMC",-33.45528,-70.54861,"X330019","MaxTmin","�C_decada","Otono",-0.340155728587318,0.208496460777613
"1323","Eulogio_sanchez_tobalaba_ad_DMC",-33.45528,-70.54861,"X330019","MaxTmin","�C_decada","Invierno",-0.150834260289209,0.78817082949993
"1324","Eulogio_sanchez_tobalaba_ad_DMC",-33.45528,-70.54861,"X330019","MaxTmin","�C_decada","Primavera",-0.592436040044492,0.028191653187599
"1325","Eulogio_sanchez_tobalaba_ad_DMC",-33.45528,-70.54861,"X330019","MaxTmin","�C_decada","Verano",0.185714285714284,0.534174382306985
"1326","Quinta_normal_santiago_DMC",-33.445,-70.68278,"X330020","MaxTmin","�C_decada","Anual",0.379310344827588,0.0578018432203604
"1327","Quinta_normal_santiago_DMC",-33.445,-70.68278,"X330020","MaxTmin","�C_decada","Otono",-0.155951056729698,0.41097916681994
"1328","Quinta_normal_santiago_DMC",-33.445,-70.68278,"X330020","MaxTmin","�C_decada","Invierno",-0.119688542825362,0.616606447270365
"1329","Quinta_normal_santiago_DMC",-33.445,-70.68278,"X330020","MaxTmin","�C_decada","Primavera",-0.215350389321469,0.351596612713431
"1330","Quinta_normal_santiago_DMC",-33.445,-70.68278,"X330020","MaxTmin","�C_decada","Verano",0.377832512315271,0.127449366742448
"1331","Pudahuel_santiago_DMC",-33.37833,-70.78778,"X330021","MaxTmin","�C_decada","Anual",0.917018909899888,0.000184823496801983
"1332","Pudahuel_santiago_DMC",-33.37833,-70.78778,"X330021","MaxTmin","�C_decada","Otono",0.227586206896553,0.843716162630357
"1333","Pudahuel_santiago_DMC",-33.37833,-70.78778,"X330021","MaxTmin","�C_decada","Invierno",0.10456062291435,0.830190893864511
"1334","Pudahuel_santiago_DMC",-33.37833,-70.78778,"X330021","MaxTmin","�C_decada","Primavera",0.660511679644049,0.00399350756400445
"1335","Pudahuel_santiago_DMC",-33.37833,-70.78778,"X330021","MaxTmin","�C_decada","Verano",0.891625615763547,0.000932406817040433
"1336","Santo_domingo_ad_DMC",-33.65611,-71.61333,"X330030","MaxTmin","�C_decada","Anual",-0.084538375973303,0.733657995175709
"1337","Santo_domingo_ad_DMC",-33.65611,-71.61333,"X330030","MaxTmin","�C_decada","Otono",-0.158620689655173,0.495177695683769
"1338","Santo_domingo_ad_DMC",-33.65611,-71.61333,"X330030","MaxTmin","�C_decada","Invierno",-0.0418242491657387,0.667419791877981
"1339","Santo_domingo_ad_DMC",-33.65611,-71.61333,"X330030","MaxTmin","�C_decada","Primavera",-0.573748609566184,0.128969048237102
"1340","Santo_domingo_ad_DMC",-33.65611,-71.61333,"X330030","MaxTmin","�C_decada","Verano",0.0704433497536953,0.777278134780562
"1341","Central_queltehues_DMC",-33.79306,-70.21972,"X330036","MaxTmin","�C_decada","Anual",-1.57819799777531,0.000216565212979066
"1342","Central_queltehues_DMC",-33.79306,-70.21972,"X330036","MaxTmin","�C_decada","Otono",-1.28698553948832,9.71560721578186e-05
"1343","Central_queltehues_DMC",-33.79306,-70.21972,"X330036","MaxTmin","�C_decada","Invierno",-1.66184649610678,0.00087289767053638
"1344","Central_queltehues_DMC",-33.79306,-70.21972,"X330036","MaxTmin","�C_decada","Primavera",-1.79977753058954,2.02972814363554e-05
"1345","Central_queltehues_DMC",-33.79306,-70.21972,"X330036","MaxTmin","�C_decada","Verano",-1.33103448275862,0.00113703456158796
"1346","Central_los_morros_DMC",-33.64778,-70.65667,"X330054","MaxTmin","�C_decada","Anual",1.89610678531702,0.000835258723675611
"1347","Central_los_morros_DMC",-33.64778,-70.65667,"X330054","MaxTmin","�C_decada","Otono",-0.171078976640711,0.322141212044875
"1348","Central_los_morros_DMC",-33.64778,-70.65667,"X330054","MaxTmin","�C_decada","Invierno",0.630700778642939,0.29866020669172
"1349","Central_los_morros_DMC",-33.64778,-70.65667,"X330054","MaxTmin","�C_decada","Primavera",1.0202447163515,7.82065788868899e-05
"1350","Central_los_morros_DMC",-33.64778,-70.65667,"X330054","MaxTmin","�C_decada","Verano",0.966502463054188,0.0184394518671784
"1351","Talagante_DMC",-33.67028,-70.84944,"X330071","MaxTmin","�C_decada","Anual",-0.187541713014461,0.692321563759843
"1352","Talagante_DMC",-33.67028,-70.84944,"X330071","MaxTmin","�C_decada","Otono",-0.837152391546163,0.0504880128097769
"1353","Talagante_DMC",-33.67028,-70.84944,"X330071","MaxTmin","�C_decada","Invierno",-0.669187986651835,0.0080142951296239
"1354","Talagante_DMC",-33.67028,-70.84944,"X330071","MaxTmin","�C_decada","Primavera",0.0342602892102331,0.914298218535527
"1355","Talagante_DMC",-33.67028,-70.84944,"X330071","MaxTmin","�C_decada","Verano",-0.383004926108375,0.168477194378038
"1356","Pirque_fdf_ex_raco_DMC",-33.67833,-70.58361,"X330072","MaxTmin","�C_decada","Anual",-1.33859844271413,0.00639060653500231
"1357","Pirque_fdf_ex_raco_DMC",-33.67833,-70.58361,"X330072","MaxTmin","�C_decada","Otono",-1.5083426028921,0.00507404948438628
"1358","Pirque_fdf_ex_raco_DMC",-33.67833,-70.58361,"X330072","MaxTmin","�C_decada","Invierno",-1.43381535038932,0.00144661648682439
"1359","Pirque_fdf_ex_raco_DMC",-33.67833,-70.58361,"X330072","MaxTmin","�C_decada","Primavera",-1.36384872080089,4.5400978882663e-05
"1360","Pirque_fdf_ex_raco_DMC",-33.67833,-70.58361,"X330072","MaxTmin","�C_decada","Verano",-1.07167487684729,0.0248633658640495
"1361","Rio_clarillo_DMC",-33.72833,-70.49667,"X330075","MaxTmin","�C_decada","Anual",-0.960177975528365,0.00316986107369042
"1362","Rio_clarillo_DMC",-33.72833,-70.49667,"X330075","MaxTmin","�C_decada","Otono",-0.839154616240268,0.0101694279498297
"1363","Rio_clarillo_DMC",-33.72833,-70.49667,"X330075","MaxTmin","�C_decada","Invierno",-1.18153503893215,0.00638145468150018
"1364","Rio_clarillo_DMC",-33.72833,-70.49667,"X330075","MaxTmin","�C_decada","Primavera",-1.18687430478309,1.00693053427447e-05
"1365","Rio_clarillo_DMC",-33.72833,-70.49667,"X330075","MaxTmin","�C_decada","Verano",-0.782758620689655,0.0270294552632733
"1366","Chorombo_hacienda_DMC",-33.52944,-71.22917,"X330076","MaxTmin","�C_decada","Anual",0.0140155728587323,0.591702635058246
"1367","Chorombo_hacienda_DMC",-33.52944,-71.22917,"X330076","MaxTmin","�C_decada","Otono",-0.901890989988875,0.103794451673462
"1368","Chorombo_hacienda_DMC",-33.52944,-71.22917,"X330076","MaxTmin","�C_decada","Invierno",-0.479421579532815,0.591188284901242
"1369","Chorombo_hacienda_DMC",-33.52944,-71.22917,"X330076","MaxTmin","�C_decada","Primavera",-0.196218020022248,0.900078802292606
"1370","Chorombo_hacienda_DMC",-33.52944,-71.22917,"X330076","MaxTmin","�C_decada","Verano",-0.0364532019704433,0.955039018744294
"1371","Longovilo_fdf_san_pedro_DMC",-33.94139,-71.39333,"X330078","MaxTmin","�C_decada","Anual",-1.85139043381535,0.00222990779819701
"1372","Longovilo_fdf_san_pedro_DMC",-33.94139,-71.39333,"X330078","MaxTmin","�C_decada","Otono",-2.13325917686318,0.00671621060243119
"1373","Longovilo_fdf_san_pedro_DMC",-33.94139,-71.39333,"X330078","MaxTmin","�C_decada","Invierno",-1.82714126807564,0.00160866826918799
"1374","Longovilo_fdf_san_pedro_DMC",-33.94139,-71.39333,"X330078","MaxTmin","�C_decada","Primavera",-1.68298109010011,0.000486753411797981
"1375","Longovilo_fdf_san_pedro_DMC",-33.94139,-71.39333,"X330078","MaxTmin","�C_decada","Verano",-1.77536945812808,0.00415771978154745
"1376","Polpaico_DMC",-33.12389,-70.82805,"X330081","MaxTmin","�C_decada","Anual",-1.25339265850945,0.049007929245482
"1377","Polpaico_DMC",-33.12389,-70.82805,"X330081","MaxTmin","�C_decada","Otono",-2.03515016685206,9.0492593171378e-05
"1378","Polpaico_DMC",-33.12389,-70.82805,"X330081","MaxTmin","�C_decada","Invierno",-1.65406006674082,0.00174595843189838
"1379","Polpaico_DMC",-33.12389,-70.82805,"X330081","MaxTmin","�C_decada","Primavera",-1.22424916573971,0.00353591027641542
"1380","Polpaico_DMC",-33.12389,-70.82805,"X330081","MaxTmin","�C_decada","Verano",-0.963054187192118,0.189317715714588
"1381","Villa_alhue_DMC",-34.06389,-71.25194,"X330082","MaxTmin","�C_decada","Anual",-0.590433815350388,0.430388459651653
"1382","Villa_alhue_DMC",-34.06389,-71.25194,"X330082","MaxTmin","�C_decada","Otono",-2.26117908787542,0.00843810884170093
"1383","Villa_alhue_DMC",-34.06389,-71.25194,"X330082","MaxTmin","�C_decada","Invierno",-0.996885428253615,0.0197540471779771
"1384","Villa_alhue_DMC",-34.06389,-71.25194,"X330082","MaxTmin","�C_decada","Primavera",-0.779532814238041,0.0669471861154781
"1385","Villa_alhue_DMC",-34.06389,-71.25194,"X330082","MaxTmin","�C_decada","Verano",-0.563054187192121,0.376010750273612
"1386","Colina_DMC",-33.20389,-70.69778,"X330083","MaxTmin","�C_decada","Anual",-1.41935483870968,0.000963389714833941
"1387","Colina_DMC",-33.20389,-70.69778,"X330083","MaxTmin","�C_decada","Otono",-1.59110122358176,3.15903745882952e-06
"1388","Colina_DMC",-33.20389,-70.69778,"X330083","MaxTmin","�C_decada","Invierno",-1.86607341490545,1.97676120064025e-05
"1389","Colina_DMC",-33.20389,-70.69778,"X330083","MaxTmin","�C_decada","Primavera",-1.20222469410456,0.000491823642287715
"1390","Colina_DMC",-33.20389,-70.69778,"X330083","MaxTmin","�C_decada","Verano",-1.22512315270936,0.00455496484500126
"1391","Olmue_DMC",-33.02194,-71.18639,"X330088","MaxTmin","�C_decada","Anual",0.529143492769745,0.29099971528075
"1392","Olmue_DMC",-33.02194,-71.18639,"X330088","MaxTmin","�C_decada","Otono",0.162958843159065,0.441794556009204
"1393","Olmue_DMC",-33.02194,-71.18639,"X330088","MaxTmin","�C_decada","Invierno",-0.0553948832035599,0.352932064731787
"1394","Olmue_DMC",-33.02194,-71.18639,"X330088","MaxTmin","�C_decada","Primavera",0.321579532814239,0.567523817395158
"1395","Olmue_DMC",-33.02194,-71.18639,"X330088","MaxTmin","�C_decada","Verano",0.165517241379311,0.865639301399256
"1396","Casablanca_casas_del_bosque_DMC",-33.31861,-71.43555,"X330090","MaxTmin","�C_decada","Anual",-0.373971078976641,0.640680187705472
"1397","Casablanca_casas_del_bosque_DMC",-33.31861,-71.43555,"X330090","MaxTmin","�C_decada","Otono",-0.980200222469411,0.0531352515895568
"1398","Casablanca_casas_del_bosque_DMC",-33.31861,-71.43555,"X330090","MaxTmin","�C_decada","Invierno",-0.846162402669632,0.0788574822601752
"1399","Casablanca_casas_del_bosque_DMC",-33.31861,-71.43555,"X330090","MaxTmin","�C_decada","Primavera",-0.297441601779756,0.227986705809616
"1400","Casablanca_casas_del_bosque_DMC",-33.31861,-71.43555,"X330090","MaxTmin","�C_decada","Verano",-0.682266009852216,0.212864793893869
"1401","Hospital_DMC",-33.88722,-70.73111,"X330093","MaxTmin","�C_decada","Anual",-0.608008898776419,0.255577962633267
"1402","Hospital_DMC",-33.88722,-70.73111,"X330093","MaxTmin","�C_decada","Otono",-0.769855394883203,0.407765199373487
"1403","Hospital_DMC",-33.88722,-70.73111,"X330093","MaxTmin","�C_decada","Invierno",-1.12880978865406,0.0175607821466257
"1404","Hospital_DMC",-33.88722,-70.73111,"X330093","MaxTmin","�C_decada","Primavera",-1.42335928809789,0.0167161965997486
"1405","Hospital_DMC",-33.88722,-70.73111,"X330093","MaxTmin","�C_decada","Verano",-0.266995073891626,0.879163491212802
"1406","General_freire_curico_ad_DMC",-34.96944,-71.21694,"X340031","MaxTmin","�C_decada","Anual",0.547497219132372,0.0135735339589463
"1407","General_freire_curico_ad_DMC",-34.96944,-71.21694,"X340031","MaxTmin","�C_decada","Otono",-0.0333704115684077,0.508479933138666
"1408","General_freire_curico_ad_DMC",-34.96944,-71.21694,"X340031","MaxTmin","�C_decada","Invierno",0.188654060066741,0.431667502990245
"1409","General_freire_curico_ad_DMC",-34.96944,-71.21694,"X340031","MaxTmin","�C_decada","Primavera",-0.366407119021134,0.073669008235232
"1410","General_freire_curico_ad_DMC",-34.96944,-71.21694,"X340031","MaxTmin","�C_decada","Verano",0.607881773399013,0.0111392577097399
"1411","Graneros_mostazal_DMC",-34.06583,-70.74167,"X340032","MaxTmin","�C_decada","Anual",0.333926585094552,0.801436847495968
"1412","Graneros_mostazal_DMC",-34.06583,-70.74167,"X340032","MaxTmin","�C_decada","Otono",-0.62714126807564,0.00916175117107472
"1413","Graneros_mostazal_DMC",-34.06583,-70.74167,"X340032","MaxTmin","�C_decada","Invierno",-1.04916573971079,0.00344052017488999
"1414","Graneros_mostazal_DMC",-34.06583,-70.74167,"X340032","MaxTmin","�C_decada","Primavera",-0.331479421579529,0.0100802689187888
"1415","Graneros_mostazal_DMC",-34.06583,-70.74167,"X340032","MaxTmin","�C_decada","Verano",0.0551724137931054,0.664297144407082
"1416","Hidango_DMC",-34.1125,-71.79722,"X340042","MaxTmin","�C_decada","Anual",-1.51713014460512,0.0012314703210054
"1417","Hidango_DMC",-34.1125,-71.79722,"X340042","MaxTmin","�C_decada","Otono",-1.73303670745272,0.000445684758550806
"1418","Hidango_DMC",-34.1125,-71.79722,"X340042","MaxTmin","�C_decada","Invierno",-1.69788654060067,0.000989450213019371
"1419","Hidango_DMC",-34.1125,-71.79722,"X340042","MaxTmin","�C_decada","Primavera",-1.31434927697441,5.9413603610222e-05
"1420","Hidango_DMC",-34.1125,-71.79722,"X340042","MaxTmin","�C_decada","Verano",-1.39729064039409,0.000435637716707905
"1421","San_benito_de_chimbarongo_DMC",-34.72083,-71.01972,"X340044","MaxTmin","�C_decada","Anual",-0.0393770856507232,0.667819895973851
"1422","San_benito_de_chimbarongo_DMC",-34.72083,-71.01972,"X340044","MaxTmin","�C_decada","Otono",-0.750611790878754,0.112034022855482
"1423","San_benito_de_chimbarongo_DMC",-34.72083,-71.01972,"X340044","MaxTmin","�C_decada","Invierno",-0.377308120133482,0.282565406407555
"1424","San_benito_de_chimbarongo_DMC",-34.72083,-71.01972,"X340044","MaxTmin","�C_decada","Primavera",-0.596662958843157,0.142754436688333
"1425","San_benito_de_chimbarongo_DMC",-34.72083,-71.01972,"X340044","MaxTmin","�C_decada","Verano",-0.00147783251231478,0.585880669436698
"1426","Quimavida_DMC",-34.215,-70.99694,"X340048","MaxTmin","�C_decada","Anual",0.202669632925474,0.451202850779466
"1427","Quimavida_DMC",-34.215,-70.99694,"X340048","MaxTmin","�C_decada","Otono",-0.893770856507228,0.00425227183164021
"1428","Quimavida_DMC",-34.215,-70.99694,"X340048","MaxTmin","�C_decada","Invierno",-0.2027808676307,0.496676441223062
"1429","Quimavida_DMC",-34.215,-70.99694,"X340048","MaxTmin","�C_decada","Primavera",-0.630033370411567,0.0452364393892298
"1430","Quimavida_DMC",-34.215,-70.99694,"X340048","MaxTmin","�C_decada","Verano",0.073891625615764,0.547038695881181
"1431","Quinta_de_tilcoco_DMC",-34.35778,-70.96722,"X340050","MaxTmin","�C_decada","Anual",-0.293882091212461,0.177328309868994
"1432","Quinta_de_tilcoco_DMC",-34.35778,-70.96722,"X340050","MaxTmin","�C_decada","Otono",-1.34505005561735,0.00217325779579081
"1433","Quinta_de_tilcoco_DMC",-34.35778,-70.96722,"X340050","MaxTmin","�C_decada","Invierno",-1.17219132369299,0.000254226342350391
"1434","Quinta_de_tilcoco_DMC",-34.35778,-70.96722,"X340050","MaxTmin","�C_decada","Primavera",-0.639599555061177,0.00101676067583698
"1435","Quinta_de_tilcoco_DMC",-34.35778,-70.96722,"X340050","MaxTmin","�C_decada","Verano",-0.421182266009855,0.0908059695542837
"1436","San_fernando_liceo_agricola_el_carmen_fdf_DMC",-34.59139,-70.97055,"X340053","MaxTmin","�C_decada","Anual",-0.0440489432703019,0.985716337976276
"1437","San_fernando_liceo_agricola_el_carmen_fdf_DMC",-34.59139,-70.97055,"X340053","MaxTmin","�C_decada","Otono",-1.05750834260289,0.0218952639515943
"1438","San_fernando_liceo_agricola_el_carmen_fdf_DMC",-34.59139,-70.97055,"X340053","MaxTmin","�C_decada","Invierno",-0.898553948832037,0.00407501922142025
"1439","San_fernando_liceo_agricola_el_carmen_fdf_DMC",-34.59139,-70.97055,"X340053","MaxTmin","�C_decada","Primavera",-0.425695216907674,0.305432645283375
"1440","San_fernando_liceo_agricola_el_carmen_fdf_DMC",-34.59139,-70.97055,"X340053","MaxTmin","�C_decada","Verano",-0.285960591133006,0.428589369817932
"1441","Marchigue_DMC",-34.36278,-71.61472,"X340055","MaxTmin","�C_decada","Anual",-1.66963292547275,0.00012761835243538
"1442","Marchigue_DMC",-34.36278,-71.61472,"X340055","MaxTmin","�C_decada","Otono",-2.17285873192436,3.07397290820013e-07
"1443","Marchigue_DMC",-34.36278,-71.61472,"X340055","MaxTmin","�C_decada","Invierno",-1.21668520578421,0.00470316202476677
"1444","Marchigue_DMC",-34.36278,-71.61472,"X340055","MaxTmin","�C_decada","Primavera",-0.983982202447162,0.012238288687305
"1445","Marchigue_DMC",-34.36278,-71.61472,"X340055","MaxTmin","�C_decada","Verano",-1.30985221674877,0.00625576533380483
"1446","Colchagua_DMC",-34.54556,-71.39194,"X340064","MaxTmin","�C_decada","Anual",-1.18498331479422,0.00624724219484146
"1447","Colchagua_DMC",-34.54556,-71.39194,"X340064","MaxTmin","�C_decada","Otono",-0.874638487208008,0.049007929245482
"1448","Colchagua_DMC",-34.54556,-71.39194,"X340064","MaxTmin","�C_decada","Invierno",-1.16863181312569,0.00102148308600162
"1449","Colchagua_DMC",-34.54556,-71.39194,"X340064","MaxTmin","�C_decada","Primavera",-1.17508342602892,0.000736226371300398
"1450","Colchagua_DMC",-34.54556,-71.39194,"X340064","MaxTmin","�C_decada","Verano",-1.03054187192119,0.0309712323745021
"1451","Digua_embalse_DMC",-36.25694,-71.54833,"X360006","MaxTmin","�C_decada","Anual",0.0945494994438285,0.719075688073743
"1452","Digua_embalse_DMC",-36.25694,-71.54833,"X360006","MaxTmin","�C_decada","Otono",-0.621802002224694,0.0847868768394001
"1453","Digua_embalse_DMC",-36.25694,-71.54833,"X360006","MaxTmin","�C_decada","Invierno",-0.564071190211345,0.0751061230068097
"1454","Digua_embalse_DMC",-36.25694,-71.54833,"X360006","MaxTmin","�C_decada","Primavera",-0.227363737486093,0.542185006924009
"1455","Digua_embalse_DMC",-36.25694,-71.54833,"X360006","MaxTmin","�C_decada","Verano",-0.00197044334975396,0.879736770570399
"1456","General_bernardo_ohiggins_chillan_ad_DMC",-36.58583,-72.03667,"X360011","MaxTmin","�C_decada","Anual",0.501446051167966,0.087278521438293
"1457","General_bernardo_ohiggins_chillan_ad_DMC",-36.58583,-72.03667,"X360011","MaxTmin","�C_decada","Otono",-0.216017797552836,0.774641975234301
"1458","General_bernardo_ohiggins_chillan_ad_DMC",-36.58583,-72.03667,"X360011","MaxTmin","�C_decada","Invierno",0.134593993325918,0.719999260808474
"1459","General_bernardo_ohiggins_chillan_ad_DMC",-36.58583,-72.03667,"X360011","MaxTmin","�C_decada","Primavera",-0.229588431590657,0.654289549498979
"1460","General_bernardo_ohiggins_chillan_ad_DMC",-36.58583,-72.03667,"X360011","MaxTmin","�C_decada","Verano",0.591133004926107,0.0518708696561184
"1461","San_ignacio_de_palomares_DMC",-36.62528,-72.60333,"X360014","MaxTmin","�C_decada","Anual",-1.27563959955506,0.124926519201941
"1462","San_ignacio_de_palomares_DMC",-36.62528,-72.60333,"X360014","MaxTmin","�C_decada","Otono",-1.57664071190212,0.00130047171394739
"1463","San_ignacio_de_palomares_DMC",-36.62528,-72.60333,"X360014","MaxTmin","�C_decada","Invierno",-1.44605116796441,0.000517646849440616
"1464","San_ignacio_de_palomares_DMC",-36.62528,-72.60333,"X360014","MaxTmin","�C_decada","Primavera",-1.19532814238042,0.00351064043244598
"1465","San_ignacio_de_palomares_DMC",-36.62528,-72.60333,"X360014","MaxTmin","�C_decada","Verano",-1.10147783251232,0.204637974994765
"1466","Carriel_sur_concepcion_ap_DMC",-36.78055,-73.06639,"X360019","MaxTmin","�C_decada","Anual",0.333259176863182,0.22426888940205
"1467","Carriel_sur_concepcion_ap_DMC",-36.78055,-73.06639,"X360019","MaxTmin","�C_decada","Otono",-0.0298109010011106,0.830173088257705
"1468","Carriel_sur_concepcion_ap_DMC",-36.78055,-73.06639,"X360019","MaxTmin","�C_decada","Invierno",-0.0102335928809781,1
"1469","Carriel_sur_concepcion_ap_DMC",-36.78055,-73.06639,"X360019","MaxTmin","�C_decada","Primavera",-0.146162402669634,0.829797871971445
"1470","Carriel_sur_concepcion_ap_DMC",-36.78055,-73.06639,"X360019","MaxTmin","�C_decada","Verano",0.57142857142857,0.0138191429062416
"1471","Lebu_essbio_DMC",-37.61528,-73.6575,"X370018","MaxTmin","�C_decada","Anual",0.949499443826474,0.692132485211342
"1472","Lebu_essbio_DMC",-37.61528,-73.6575,"X370018","MaxTmin","�C_decada","Otono",0.294994438264739,0.460290078933224
"1473","Lebu_essbio_DMC",-37.61528,-73.6575,"X370018","MaxTmin","�C_decada","Invierno",1.43270300333704,0.234877402584836
"1474","Lebu_essbio_DMC",-37.61528,-73.6575,"X370018","MaxTmin","�C_decada","Primavera",0.510789766407119,0.249365568130376
"1475","Lebu_essbio_DMC",-37.61528,-73.6575,"X370018","MaxTmin","�C_decada","Verano",0.265024630541874,0.298309498616344
"1476","Los_sauces_essar_DMC",-37.97472,-72.83361,"X370024","MaxTmin","�C_decada","Anual",-0.919243604004448,0.00366064306277473
"1477","Los_sauces_essar_DMC",-37.97472,-72.83361,"X370024","MaxTmin","�C_decada","Otono",-1.412680756396,0.000160588598940246
"1478","Los_sauces_essar_DMC",-37.97472,-72.83361,"X370024","MaxTmin","�C_decada","Invierno",-0.77285873192436,0.020097688381954
"1479","Los_sauces_essar_DMC",-37.97472,-72.83361,"X370024","MaxTmin","�C_decada","Primavera",-1.48620689655172,0.00160431095972199
"1480","Los_sauces_essar_DMC",-37.97472,-72.83361,"X370024","MaxTmin","�C_decada","Verano",-1.0320197044335,0.00118288651729594
"1481","Carillanca_i_n_i_a_DMC",-38.69306,-72.41722,"X380009","MaxTmin","�C_decada","Anual",0.291657397107901,0.799570676444342
"1482","Carillanca_i_n_i_a_DMC",-38.69306,-72.41722,"X380009","MaxTmin","�C_decada","Otono",-0.0880978865406017,0.460871078730595
"1483","Carillanca_i_n_i_a_DMC",-38.69306,-72.41722,"X380009","MaxTmin","�C_decada","Invierno",-0.0860956618464941,0.637407196561645
"1484","Carillanca_i_n_i_a_DMC",-38.69306,-72.41722,"X380009","MaxTmin","�C_decada","Primavera",0.0794215795328157,0.812510659338589
"1485","Carillanca_i_n_i_a_DMC",-38.69306,-72.41722,"X380009","MaxTmin","�C_decada","Verano",0.38472906403941,0.541301710519217
"1486","Maquehue_temuco_ad_DMC",-38.76778,-72.63194,"X380013","MaxTmin","�C_decada","Anual",-0.124137931034482,0.760663749297953
